,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Alength,Clength,pair,label
2404,"Organic Hass Avocado, Organic Lemon",Organic Baby Spinach,0.005855018587360595,0.06754182156133828,0.001045539033457249,0.17857142857142855,2.643864563369207,0.0006500804127914208,1.1351664780992405,2,1,"Organic Baby Spinach, Organic Hass Avocado, Organic Lemon","Organic Baby Spinach---Organic Hass Avocado, Organic Lemon"
2410,No Salt Added Black Beans,Organic Baby Spinach,0.005855018587360595,0.06754182156133828,0.001045539033457249,0.17857142857142855,2.643864563369207,0.0006500804127914208,1.1351664780992405,1,1,"No Salt Added Black Beans, Organic Baby Spinach",No Salt Added Black Beans---Organic Baby Spinach
2409,Organic Baby Spinach,"Organic Hass Avocado, Organic Lemon",0.06754182156133828,0.005855018587360595,0.001045539033457249,0.015479876160990712,2.643864563369207,0.0006500804127914208,1.0097761918122092,1,2,"Organic Baby Spinach, Organic Hass Avocado, Organic Lemon","Organic Baby Spinach---Organic Hass Avocado, Organic Lemon"
2411,Organic Baby Spinach,No Salt Added Black Beans,0.06754182156133828,0.005855018587360595,0.001045539033457249,0.015479876160990712,2.643864563369207,0.0006500804127914208,1.0097761918122092,1,1,"No Salt Added Black Beans, Organic Baby Spinach",No Salt Added Black Beans---Organic Baby Spinach
1049,Organic Avocado,Organic Peeled Whole Baby Carrots,0.047560408921933084,0.01275557620817844,0.0016031598513011152,0.033707865168539325,2.6425983913550684,0.0009964994308052678,1.0216831827613035,1,1,"Organic Avocado, Organic Peeled Whole Baby Carrots",Organic Avocado---Organic Peeled Whole Baby Carrots
1048,Organic Peeled Whole Baby Carrots,Organic Avocado,0.01275557620817844,0.047560408921933084,0.0016031598513011152,0.12568306010928962,2.6425983913550684,0.0009964994308052678,1.0893527822955391,1,1,"Organic Avocado, Organic Peeled Whole Baby Carrots",Organic Avocado---Organic Peeled Whole Baby Carrots
2223,Organic Lacinato (Dinosaur) Kale,Large Lemon,0.011013011152416357,0.03759293680297398,0.0010920074349442378,0.09915611814345991,2.637626282382271,0.0006779960026810021,1.0683394565700008,1,1,"Large Lemon, Organic Lacinato (Dinosaur) Kale",Large Lemon---Organic Lacinato (Dinosaur) Kale
2222,Large Lemon,Organic Lacinato (Dinosaur) Kale,0.03759293680297398,0.011013011152416357,0.0010920074349442378,0.029048207663782445,2.637626282382271,0.0006779960026810021,1.0185747599970658,1,1,"Large Lemon, Organic Lacinato (Dinosaur) Kale",Large Lemon---Organic Lacinato (Dinosaur) Kale
2042,Banana,"Organic Strawberries, Original Hummus",0.14114776951672864,0.0029972118959107805,0.0011152416356877324,0.007901234567901235,2.6361948511819313,0.0006921918618109202,1.004943079099443,1,2,"Banana, Organic Strawberries, Original Hummus","Banana---Organic Strawberries, Original Hummus"
2039,"Organic Strawberries, Original Hummus",Banana,0.0029972118959107805,0.14114776951672864,0.0011152416356877324,0.372093023255814,2.6361948511819313,0.0006921918618109202,1.367801700399284,2,1,"Banana, Organic Strawberries, Original Hummus","Banana---Organic Strawberries, Original Hummus"
1742,Organic Hass Avocado,Organic Baby Broccoli,0.06022304832713755,0.0077602230483271376,0.0012314126394052044,0.02044753086419753,2.6349153544762327,0.0007640683517364326,1.0129521472464498,1,1,"Organic Baby Broccoli, Organic Hass Avocado",Organic Baby Broccoli---Organic Hass Avocado
1743,Organic Baby Broccoli,Organic Hass Avocado,0.0077602230483271376,0.06022304832713755,0.0012314126394052044,0.15868263473053892,2.6349153544762327,0.0007640683517364326,1.1170302557250393,1,1,"Organic Baby Broccoli, Organic Hass Avocado",Organic Baby Broccoli---Organic Hass Avocado
2398,Organic Baby Spinach,"Organic Avocado, Organic Strawberries",0.06754182156133828,0.005878252788104089,0.001045539033457249,0.015479876160990712,2.633414505806483,0.0006485111325506834,1.009752592293844,1,2,"Organic Avocado, Organic Strawberries, Organic Baby Spinach","Organic Avocado, Organic Strawberries---Organic Baby Spinach"
2395,"Organic Avocado, Organic Strawberries",Organic Baby Spinach,0.005878252788104089,0.06754182156133828,0.001045539033457249,0.17786561264822132,2.633414505806483,0.0006485111325506834,1.1341919189662568,2,1,"Organic Avocado, Organic Strawberries, Organic Baby Spinach","Organic Avocado, Organic Strawberries---Organic Baby Spinach"
28,Organic Fuji Apple,Banana,0.022606877323420073,0.14114776951672864,0.008364312267657992,0.3699897225077081,2.621293441437326,0.0051734019577189365,1.3632352695925334,1,1,"Banana, Organic Fuji Apple",Banana---Organic Fuji Apple
29,Banana,Organic Fuji Apple,0.14114776951672864,0.022606877323420073,0.008364312267657992,0.05925925925925925,2.621293441437326,0.0051734019577189365,1.0389611933963645,1,1,"Banana, Organic Fuji Apple",Banana---Organic Fuji Apple
138,Organic Hass Avocado,Organic Zucchini,0.06022304832713755,0.024930297397769516,0.003926579925650557,0.06520061728395062,2.6153164658911785,0.0024252014206547724,1.0430791040631373,1,1,"Organic Hass Avocado, Organic Zucchini",Organic Hass Avocado---Organic Zucchini
139,Organic Zucchini,Organic Hass Avocado,0.024930297397769516,0.06022304832713755,0.003926579925650557,0.157502329916123,2.6153164658911785,0.0024252014206547724,1.115465341974537,1,1,"Organic Hass Avocado, Organic Zucchini",Organic Hass Avocado---Organic Zucchini
818,Grated Parmesan,Organic Baby Spinach,0.01029275092936803,0.06754182156133828,0.001812267657992565,0.17607223476297967,2.606862395665169,0.0011170765113458908,1.1317232138310334,1,1,"Grated Parmesan, Organic Baby Spinach",Grated Parmesan---Organic Baby Spinach
819,Organic Baby Spinach,Grated Parmesan,0.06754182156133828,0.01029275092936803,0.001812267657992565,0.026831785345717236,2.6068623956651686,0.0011170765113458908,1.0169950417279348,1,1,"Grated Parmesan, Organic Baby Spinach",Grated Parmesan---Organic Baby Spinach
351,Organic Baby Spinach,"Bag of Organic Bananas, Organic Strawberries",0.06754182156133828,0.016101301115241634,0.00283457249070632,0.041967664258685936,2.606476579644795,0.0017470612838752923,1.0269994677407512,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Baby Spinach","Bag of Organic Bananas, Organic Strawberries---Organic Baby Spinach"
346,"Bag of Organic Bananas, Organic Strawberries",Organic Baby Spinach,0.016101301115241634,0.06754182156133828,0.00283457249070632,0.17604617604617606,2.6064765796447946,0.0017470612838752923,1.1316874214675876,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Baby Spinach","Bag of Organic Bananas, Organic Strawberries---Organic Baby Spinach"
348,"Organic Strawberries, Organic Baby Spinach",Bag of Organic Bananas,0.009665427509293681,0.11273234200743494,0.00283457249070632,0.2932692307692308,2.6014648994863343,0.0017449662110805544,1.255453556887439,2,1,"Bag of Organic Bananas, Organic Strawberries, Organic Baby Spinach","Bag of Organic Bananas---Organic Strawberries, Organic Baby Spinach"
349,Bag of Organic Bananas,"Organic Strawberries, Organic Baby Spinach",0.11273234200743494,0.009665427509293681,0.00283457249070632,0.02514427040395713,2.601464899486334,0.0017449662110805544,1.015878085776936,1,2,"Bag of Organic Bananas, Organic Strawberries, Organic Baby Spinach","Bag of Organic Bananas---Organic Strawberries, Organic Baby Spinach"
1,Bag of Organic Bananas,Organic Hass Avocado,0.11273234200743494,0.06022304832713755,0.017634758364312268,0.15643033800494643,2.5975161063784316,0.010845673083567115,1.114047830324146,1,1,"Bag of Organic Bananas, Organic Hass Avocado",Bag of Organic Bananas---Organic Hass Avocado
0,Organic Hass Avocado,Bag of Organic Bananas,0.06022304832713755,0.11273234200743494,0.017634758364312268,0.29282407407407407,2.597516106378431,0.010845673083567115,1.2546632676032343,1,1,"Bag of Organic Bananas, Organic Hass Avocado",Bag of Organic Bananas---Organic Hass Avocado
2061,Banana,Almond Breeze Original Almond Milk,0.14114776951672864,0.0030436802973977696,0.0011152416356877324,0.007901234567901235,2.595947601545566,0.0006856329505880239,1.0048962406161124,1,1,"Almond Breeze Original Almond Milk, Banana",Almond Breeze Original Almond Milk---Banana
2060,Almond Breeze Original Almond Milk,Banana,0.0030436802973977696,0.14114776951672864,0.0011152416356877324,0.366412213740458,2.5959476015455656,0.0006856329505880239,1.3555378577507051,1,1,"Almond Breeze Original Almond Milk, Banana",Almond Breeze Original Almond Milk---Banana
1673,"Strawberries, Banana",Organic Avocado,0.010176579925650558,0.047560408921933084,0.001254646840148699,0.12328767123287672,2.5922332046228695,0.0007706445374580231,1.0863764085734202,2,1,"Organic Avocado, Strawberries, Banana","Organic Avocado---Strawberries, Banana"
1676,Organic Avocado,"Strawberries, Banana",0.047560408921933084,0.010176579925650558,0.001254646840148699,0.02638006839276991,2.5922332046228695,0.0007706445374580231,1.0166425192635191,1,2,"Organic Avocado, Strawberries, Banana","Organic Avocado---Strawberries, Banana"
412,Organic Baby Spinach,Organic Unsweetened Almond Milk,0.06754182156133828,0.014730483271375465,0.002578996282527881,0.038183694530443756,2.5921549094484218,0.0015840726099003606,1.0243842936802974,1,1,"Organic Baby Spinach, Organic Unsweetened Almond Milk",Organic Baby Spinach---Organic Unsweetened Almond Milk
413,Organic Unsweetened Almond Milk,Organic Baby Spinach,0.014730483271375465,0.06754182156133828,0.002578996282527881,0.1750788643533123,2.5921549094484218,0.0015840726099003606,1.1303603922181866,1,1,"Organic Baby Spinach, Organic Unsweetened Almond Milk",Organic Baby Spinach---Organic Unsweetened Almond Milk
679,Frozen Organic Wild Blueberries,Bag of Organic Bananas,0.006923791821561338,0.11273234200743494,0.002021375464684015,0.29194630872483224,2.589729828424728,0.0012408401970674813,1.2531078771648547,1,1,"Bag of Organic Bananas, Frozen Organic Wild Blueberries",Bag of Organic Bananas---Frozen Organic Wild Blueberries
678,Bag of Organic Bananas,Frozen Organic Wild Blueberries,0.11273234200743494,0.006923791821561338,0.002021375464684015,0.01793075020610058,2.589729828424728,0.0012408401970674813,1.0112079248859989,1,1,"Bag of Organic Bananas, Frozen Organic Wild Blueberries",Bag of Organic Bananas---Frozen Organic Wild Blueberries
46,Bag of Organic Bananas,Organic Lemon,0.11273234200743494,0.023118029739776953,0.006737918215613383,0.05976916735366859,2.5853919225144684,0.004131768580450795,1.0389809994964054,1,1,"Bag of Organic Bananas, Organic Lemon",Bag of Organic Bananas---Organic Lemon
47,Organic Lemon,Bag of Organic Bananas,0.023118029739776953,0.11273234200743494,0.006737918215613383,0.2914572864321608,2.5853919225144684,0.004131768580450795,1.2522430066703576,1,1,"Bag of Organic Bananas, Organic Lemon",Bag of Organic Bananas---Organic Lemon
2509,Limes,Small Hass Avocado,0.03264405204460966,0.01212825278810409,0.0010223048327137546,0.03131672597864769,2.582130050040223,0.0006263895174887025,1.0198088205971445,1,1,"Limes, Small Hass Avocado",Limes---Small Hass Avocado
2508,Small Hass Avocado,Limes,0.01212825278810409,0.03264405204460966,0.0010223048327137546,0.08429118773946359,2.582130050040223,0.0006263895174887025,1.0564012653404053,1,1,"Limes, Small Hass Avocado",Limes---Small Hass Avocado
845,Original Hummus,Organic Raspberries,0.018238847583643122,0.037616171003717475,0.0017657992565055763,0.09681528662420383,2.5737677185334977,0.0010797236468885175,1.065544860031145,1,1,"Organic Raspberries, Original Hummus",Organic Raspberries---Original Hummus
844,Organic Raspberries,Original Hummus,0.037616171003717475,0.018238847583643122,0.0017657992565055763,0.04694255713403336,2.5737677185334977,0.0010797236468885175,1.0301175021141165,1,1,"Organic Raspberries, Original Hummus",Organic Raspberries---Original Hummus
488,"Large Lemon, Organic Avocado",Banana,0.006528810408921933,0.14114776951672864,0.002369888475836431,0.36298932384341637,2.571697201353192,0.0014483614490194993,1.3482540601441297,2,1,"Banana, Large Lemon, Organic Avocado","Banana---Large Lemon, Organic Avocado"
493,Banana,"Large Lemon, Organic Avocado",0.14114776951672864,0.006528810408921933,0.002369888475836431,0.01679012345679012,2.5716972013531914,0.0014483614490194993,1.010436543908555,1,2,"Banana, Large Lemon, Organic Avocado","Banana---Large Lemon, Organic Avocado"
606,Organic Kiwi,Organic Baby Spinach,0.012616171003717471,0.06754182156133828,0.0021840148698884757,0.1731123388581952,2.56303923785921,0.00133189569916806,1.1276721400717,1,1,"Organic Baby Spinach, Organic Kiwi",Organic Baby Spinach---Organic Kiwi
607,Organic Baby Spinach,Organic Kiwi,0.06754182156133828,0.012616171003717471,0.0021840148698884757,0.03233574131406949,2.5630392378592095,0.00133189569916806,1.0203785250238866,1,1,"Organic Baby Spinach, Organic Kiwi",Organic Baby Spinach---Organic Kiwi
326,Organic Baby Arugula,Organic Baby Spinach,0.01691449814126394,0.06754182156133828,0.0029275092936802975,0.17307692307692307,2.562514884496309,0.0017850732784234604,1.1276238436932655,1,1,"Organic Baby Arugula, Organic Baby Spinach",Organic Baby Arugula---Organic Baby Spinach
327,Organic Baby Spinach,Organic Baby Arugula,0.06754182156133828,0.01691449814126394,0.0029275092936802975,0.043343653250774,2.562514884496309,0.0017850732784234604,1.0276265925578374,1,1,"Organic Baby Arugula, Organic Baby Spinach",Organic Baby Arugula---Organic Baby Spinach
2271,Banana,Whole Wheat Bread,0.14114776951672864,0.0030204460966542753,0.0010920074349442378,0.007736625514403291,2.561418170307059,0.0006656782054559776,1.0047529512214375,1,1,"Banana, Whole Wheat Bread",Banana---Whole Wheat Bread
2270,Whole Wheat Bread,Banana,0.0030204460966542753,0.14114776951672864,0.0010920074349442378,0.3615384615384615,2.5614181703070584,0.0006656782054559776,1.345190240515967,1,1,"Banana, Whole Wheat Bread",Banana---Whole Wheat Bread
476,Organic Hass Avocado,Fresh Cauliflower,0.06022304832713755,0.015520446096654275,0.0023931226765799255,0.03973765432098765,2.5603422784061505,0.0014584341012423819,1.025219366700471,1,1,"Fresh Cauliflower, Organic Hass Avocado",Fresh Cauliflower---Organic Hass Avocado
477,Fresh Cauliflower,Organic Hass Avocado,0.015520446096654275,0.06022304832713755,0.0023931226765799255,0.15419161676646706,2.5603422784061505,0.0014584341012423819,1.1110991216238444,1,1,"Fresh Cauliflower, Organic Hass Avocado",Fresh Cauliflower---Organic Hass Avocado
1213,Organic Black Beans,Organic Strawberries,0.008131970260223048,0.07144516728624535,0.001486988847583643,0.18285714285714286,2.559405342624855,0.0009059988719752353,1.1363433267476017,1,1,"Organic Black Beans, Organic Strawberries",Organic Black Beans---Organic Strawberries
1212,Organic Strawberries,Organic Black Beans,0.07144516728624535,0.008131970260223048,0.001486988847583643,0.0208130081300813,2.5594053426248546,0.0009059988719752353,1.0129505783626085,1,1,"Organic Black Beans, Organic Strawberries",Organic Black Beans---Organic Strawberries
1493,"Honeycrisp Apple, Banana",Organic Strawberries,0.00724907063197026,0.07144516728624535,0.0013243494423791822,0.1826923076923077,2.5570981863664795,0.0008064383784082586,1.1361141482615351,2,1,"Honeycrisp Apple, Banana, Organic Strawberries","Honeycrisp Apple, Banana---Organic Strawberries"
1496,Organic Strawberries,"Honeycrisp Apple, Banana",0.07144516728624535,0.00724907063197026,0.0013243494423791822,0.018536585365853658,2.557098186366479,0.0008064383784082586,1.01150069841176,1,2,"Honeycrisp Apple, Banana, Organic Strawberries","Honeycrisp Apple, Banana---Organic Strawberries"
978,Organic Red Onion,Organic Avocado,0.013568773234200743,0.047560408921933084,0.001649628252788104,0.12157534246575342,2.556229965669774,0.0010042918492005363,1.0842587157691834,1,1,"Organic Avocado, Organic Red Onion",Organic Avocado---Organic Red Onion
979,Organic Avocado,Organic Red Onion,0.047560408921933084,0.013568773234200743,0.001649628252788104,0.034684904738641914,2.556229965669774,0.0010042918492005363,1.021874858901615,1,1,"Organic Avocado, Organic Red Onion",Organic Avocado---Organic Red Onion
1731,Organic Shredded Mozzarella,Bag of Organic Bananas,0.004275092936802974,0.11273234200743494,0.0012314126394052044,0.28804347826086957,2.555109502132693,0.0007494714003399622,1.2462385425239082,1,1,"Bag of Organic Bananas, Organic Shredded Mozzarella",Bag of Organic Bananas---Organic Shredded Mozzarella
1730,Bag of Organic Bananas,Organic Shredded Mozzarella,0.11273234200743494,0.004275092936802974,0.0012314126394052044,0.010923330585325639,2.555109502132693,0.0007494714003399622,1.0067216605690004,1,1,"Bag of Organic Bananas, Organic Shredded Mozzarella",Bag of Organic Bananas---Organic Shredded Mozzarella
